sort01,sort02,species,replicate,individual,site,age,age_exact,date,start_end,census,interval,year,year_div,segment,node_below,node_above,plant_status,use_status,stem_weight,leaf_weight,root_weight,diameter_1,diameter_2,diameter_3,diameter_ave,total_stem_weight,total_leaf_weight,total_plant_weight,height,notes
3984,1333,BAER,903,BAER_903,Basin1981,32,32,11-Jun-13,end,18,,2013,2013,3,2,3,alive,,64170,48130,,11.13,,,11.13,80098.2,56335,136433.2,,
3985,3053,BAER,903,BAER_903,Basin1981,32,32,14-Jun-12,start,3,1,2012,2012,4,3,4,alive,,,,,6.01,,,6.01,,,,,
3986,1053,BAER,903,BAER_903,Basin1981,32,32,11-Jun-13,end,18,,2013,2013,4,3,4,alive,,12820,6479.5,,7.29,,,7.29,15928.2,8205,24133.2,,
3987,3050,BAER,903,BAER_903,Basin1981,32,32,14-Jun-12,start,3,1,2012,2012,5,4,5,alive,,,,,3.36,,,3.36,,,,,
3988,1050,BAER,903,BAER_903,Basin1981,32,32,11-Jun-13,end,18,,2013,2013,5,4,5,alive,,2340,936.5,,4.07,,,4.07,3108.2,1725.5,4833.7,,
3989,3026,BAER,903,BAER_903,Basin1981,32,32,14-Jun-12,start,3,1,2012,2012,6,5,6,alive,,,,,2.27,,,2.27,,,,,
3990,1026,BAER,903,BAER_903,Basin1981,32,32,11-Jun-13,end,18,,2013,2013,6,5,6,alive,,768.2,789,,3.18,,,3.18,768.2,789,1557.2,,
3991,1036,BAER,903,BAER_903,Basin1981,32,32,11-Jun-13,end,18,,2013,2013,shed,,,alive,,15750,,,,,,,,,,,
3992,3337,BAER,904,BAER_904,Basin1981,32,32,14-Jun-12,start,3,1,2012,2012,1,0,1,alive,use,,,,27.89,27.72,27.55,27.72,,,,1600,
3993,1337,BAER,904,BAER_904,Basin1981,32,32,11-Jun-13,end,18,,2013,2013,1,0,1,alive,use,165730,2750,,28.82,28.82,28.46,28.7,251609.2,48330.1,299939.3,1735,
3994,,BAER,904,BAER_904,Basin1981,32,32,14-Jun-12,start,3,1,2012,2012,2,1,2,alive,,,,,9.35,,,9.35,,,,,
3995,,BAER,904,BAER_904,Basin1981,32,32,11-Jun-13,end,18,,2013,2013,2,1,2,alive,,66210,21770,,11.62,,,11.62,85879.2,45580.1,131459.3,,1 of 2 bags marked as BAER 906 3x; one is BAER 904 2x; used plots to make choice
3996,3039,BAER,904,BAER_904,Basin1981,32,32,14-Jun-12,start,3,1,2012,2012,3,2,3,alive,,,,,5.47,,,5.47,,,,,
3997,1039,BAER,904,BAER_904,Basin1981,32,32,11-Jun-13,end,18,,2013,2013,3,2,3,alive,,14870,14910,,7.66,,,7.66,19669.2,23810.1,43479.3,,
3998,3052,BAER,904,BAER_904,Basin1981,32,32,14-Jun-12,start,3,1,2012,2012,4,3,4,alive,,,,,2.73,,,2.73,,,,,
3999,1052,BAER,904,BAER_904,Basin1981,32,32,11-Jun-13,end,18,,2013,2013,4,3,4,alive,,3750,6295.7,,4.71,,,4.71,4799.2,8900.1,13699.3,,
4000,3051,BAER,904,BAER_904,Basin1981,32,32,14-Jun-12,start,3,1,2012,2012,5,4,5,alive,,,,,1.32,,,1.32,,,,,
4001,1051,BAER,904,BAER_904,Basin1981,32,32,11-Jun-13,end,18,,2013,2013,5,4,5,alive,,943.2,2146.4,,3.01,,,3.01,1049.2,2604.4,3653.6,,
4002,3045,BAER,904,BAER_904,Basin1981,32,32,14-Jun-12,start,3,1,2012,2012,6,5,6,alive,,,,,,,,,,,,,
4003,1045,BAER,904,BAER_904,Basin1981,32,32,11-Jun-13,end,18,,2013,2013,6,5,6,alive,,106,458,,1.53,,,1.53,106,458,564,,
4004,1049,BAER,904,BAER_904,Basin1981,32,32,11-Jun-13,end,18,,2013,2013,shed,,,alive,,34490,,,,,,,,,,,
4005,3555,BAER,905,BAER_905,Basin1981,32,32,14-Jun-12,start,3,1,2012,2012,1,0,1,alive,use,,,,29.24,29.11,29.45,29.27,,,,1925,
4006,1555,BAER,905,BAER_905,Basin1981,32,32,21-Jun-13,end,18,,2013,2013,1,0,1,alive,use,212530,10940,,34.88,34.66,34.64,34.73,348083.9,82708.7,430792.6,1890,new height smaller
4007,3433,BAER,905,BAER_905,Basin1981,32,32,14-Jun-12,start,3,1,2012,2012,2,1,2,alive,,,,,12.99,,,12.99,,,,,
4008,1433,BAER,905,BAER_905,Basin1981,32,32,21-Jun-13,end,18,,2013,2013,2,1,2,alive,,111810,52500,,15.71,,,15.71,135553.9,71768.7,207322.6,,
4009,3061,BAER,905,BAER_905,Basin1981,32,32,14-Jun-12,start,3,1,2012,2012,3,2,3,alive,,,,,6.94,,,6.94,,,,,
4010,1061,BAER,905,BAER_905,Basin1981,32,32,21-Jun-13,end,18,,2013,2013,3,2,3,alive,,17200,9363.5,,8.32,,,8.32,23743.9,19268.7,43012.6,,
4011,3057,BAER,905,BAER_905,Basin1981,32,32,14-Jun-12,start,3,1,2012,2012,4,3,4,alive,,,,,4.26,,,4.26,,,,,
4012,1057,BAER,905,BAER_905,Basin1981,32,32,21-Jun-13,end,18,,2013,2013,4,3,4,alive,,5890,8189.3,,5.66,,,5.66,6543.9,9905.2,16449.1,,
4013,3058,BAER,905,BAER_905,Basin1981,32,32,14-Jun-12,start,3,1,2012,2012,5,4,5,alive,,,,,1.14,,,1.14,,,,,
4014,1058,BAER,905,BAER_905,Basin1981,32,32,21-Jun-13,end,18,,2013,2013,5,4,5,alive,,653.9,1715.9,,2.6,,,2.6,653.9,1715.9,2369.8,,
4015,1062,BAER,905,BAER_905,Basin1981,32,32,21-Jun-13,end,18,,2013,2013,shed,,,alive,,28740,,,,,,,,,,,
4016,,BAER,906,BAER_906,Basin1981,32,32,14-Jun-12,start,3,1,2012,2012,1,0,1,alive,use,,,,41.7,41.67,41.77,41.71,,,,2240,
4017,,BAER,906,BAER_906,Basin1981,32,32,21-Jun-13,end,18,,2013,2013,1,0,1,alive,use,517230,65820,,44.49,44.61,42.99,44.03,738236.4,156194.1,894430.5,2380,
4018,,BAER,906,BAER_906,Basin1981,32,32,14-Jun-12,start,3,1,2012,2012,2,1,2,alive,,,,,22.43,,,22.43,,,,,
4019,,BAER,906,BAER_906,Basin1981,32,32,21-Jun-13,end,18,,2013,2013,2,1,2,alive,,197950,33440,,24.6,,,24.6,221006.4,90374.1,311380.5,,
4020,,BAER,906,BAER_906,Basin1981,32,32,14-Jun-12,start,3,1,2012,2012,3,2,3,alive,,,,,6.84,,,6.84,,,,,
4021,,BAER,906,BAER_906,Basin1981,32,32,21-Jun-13,end,18,,2013,2013,3,2,3,alive,,20790,53120,,8.31,,,8.31,23056.4,56934.1,79990.5,,1 of 2 bags marked as BAER 906 3x; one is BAER 904 2x; used plots to make choice
4022,3060,BAER,906,BAER_906,Basin1981,32,32,14-Jun-12,start,3,1,2012,2012,4,3,4,alive,,,,,3.61,,,3.61,,,,,
4023,1060,BAER,906,BAER_906,Basin1981,32,32,21-Jun-13,end,18,,2013,2013,4,3,4,alive,,1930,2844.5,,4.16,,,4.16,2266.4,3814.1,6080.5,,
4024,3059,BAER,906,BAER_906,Basin1981,32,32,14-Jun-12,start,3,1,2012,2012,5,4,5,alive,,,,,1.76,,,1.76,,,,,
4025,1059,BAER,906,BAER_906,Basin1981,32,32,21-Jun-13,end,18,,2013,2013,5,4,5,alive,,336.4,969.6,,2.2,,,2.2,336.4,969.6,1306,,
4026,,BAER,906,BAER_906,Basin1981,32,32,21-Jun-13,end,18,,2013,2013,shed,,,alive,,38060,,,,,,,,,,,
4027,,BAER,907,BAER_907,Basin1981,32,32,19-Jun-12,start,3,1,2012,2012,1,0,1,alive,use,,,,50.75,50.78,50.77,50.77,,,,1950,
4028,,BAER,907,BAER_907,Basin1981,32,32,21-Jun-13,end,18,,2013,2013,1,0,1,alive,use,787280,49130,,53.06,53.15,52.87,53.03,1855852.3,445844.8,2301697.1,2450,
4029,3340,BAER,907,BAER_907,Basin1981,32,32,19-Jun-12,start,3,1,2012,2012,2,1,2,alive,,,,,33.25,,,33.25,,,,,
4030,1340,BAER,907,BAER_907,Basin1981,32,32,21-Jun-13,end,18,,2013,2013,2,1,2,alive,,527520,87700,,35.84,,,35.84,1068572.3,396714.8,1465287.1,,
4031,3558,BAER,907,BAER_907,Basin1981,32,32,19-Jun-12,start,3,1,2012,2012,3,2,3,alive,,,,,20.71,,,20.71,,,,,
4032,1558,BAER,907,BAER_907,Basin1981,32,32,21-Jun-13,end,18,,2013,2013,3,2,3,alive,,461800,244940,,23.88,,,23.88,541052.3,309014.8,850067.1,,
4033,,BAER,907,BAER_907,Basin1981,32,32,19-Jun-12,start,3,1,2012,2012,4,3,4,alive,,,,,10.71,,,10.71,,,,,
4034,,BAER,907,BAER_907,Basin1981,32,32,21-Jun-13,end,18,,2013,2013,4,3,4,alive,,72460,50520,,12.87,,,12.87,79252.3,64074.8,143327.1,,
4035,,BAER,907,BAER_907,Basin1981,32,32,19-Jun-12,start,3,1,2012,2012,5,4,5,alive,,,,,3.29,,,3.29,,,,,
4036,,BAER,907,BAER_907,Basin1981,32,32,21-Jun-13,end,18,,2013,2013,5,4,5,alive,,5730,10770,,6.02,,,6.02,6792.3,13554.8,20347.1,,bag marked as 4x
4037,3721,BAER,907,BAER_907,Basin1981,32,32,19-Jun-12,start,3,1,2012,2012,6,5,6,alive,,,,,1.43,,,1.43,,,,,
4038,1721,BAER,907,BAER_907,Basin1981,32,32,21-Jun-13,end,18,,2013,2013,6,5,6,alive,,1062.3,2784.8,,3.21,,,3.21,1062.3,2784.8,3847.1,,bag marked as 5x
4039,1329,BAER,907,BAER_907,Basin1981,32,32,21-Jun-13,end,18,,2013,2013,shed,,,alive,,352480,,,,,,,,,,,
4040,3086,EPMI,901,EPMI_901,Basin1981,32,32,31-May-12,start,3,1,2012,2012,1,0,1,alive,use,,,,3.13,3.06,3.23,3.14,,,,760,
4041,1086,EPMI,901,EPMI_901,Basin1981,32,32,6-Jun-13,end,18,,2013,2013,1,0,1,alive,use,3650,882.7,,3.56,3.58,3.9,3.68,5364.2,1753.9,7118.1,830,includes ~20 tiny buds
4042,3238,EPMI,901,EPMI_901,Basin1981,32,32,31-May-12,start,3,1,2012,2012,2,1,2,alive,,,,,2.29,,,2.29,,,,,
4043,1238,EPMI,901,EPMI_901,Basin1981,32,32,6-Jun-13,end,18,,2013,2013,2,1,2,alive,,1327.3,624.1,,2.62,,,2.62,1714.2,871.2,2585.4,,incl 250 buds
4044,3085,EPMI,901,EPMI_901,Basin1981,32,32,31-May-12,start,3,1,2012,2012,3,2,3,alive,,,,,1.14,,,1.14,,,,,
4045,1085,EPMI,901,EPMI_901,Basin1981,32,32,6-Jun-13,end,18,,2013,2013,3,2,3,alive,,328.2,182.5,,1.55,,,1.55,386.9,247.1,634,,includes ~20 tiny buds
4046,3233,EPMI,901,EPMI_901,Basin1981,32,32,31-May-12,start,3,1,2012,2012,4,3,4,alive,,,,,0.78,,,0.78,,,,,
4047,1233,EPMI,901,EPMI_901,Basin1981,32,32,6-Jun-13,end,18,,2013,2013,4,3,4,alive,,19.7,12.3,,1.01,,,1.01,58.7,64.6,123.3,,
4048,3237,EPMI,901,EPMI_901,Basin1981,32,32,31-May-12,start,3,1,2012,2012,5,4,5,alive,,,,,,,,,,,,,
4049,1237,EPMI,901,EPMI_901,Basin1981,32,32,6-Jun-13,end,18,,2013,2013,5,4,5,alive,,39,52.3,,0.88,,,0.88,39,52.3,91.3,,
4050,3089,EPMI,902,EPMI_902,Basin1981,32,32,7-Jun-12,start,3,1,2012,2012,1,0,1,alive,use,,,,3.21,3.24,3.21,3.22,,,,620,
4051,1089,EPMI,902,EPMI_902,Basin1981,32,32,6-Jun-13,end,18,,2013,2013,1,0,1,alive,use,2437.8,91.3,,3.34,3.42,3.33,3.36,3032.6,337,3369.6,615,new height smaller
4052,3225,EPMI,902,EPMI_902,Basin1981,32,32,7-Jun-12,start,3,1,2012,2012,2,1,2,alive,,,,,1.98,,,1.98,,,,,
4053,1225,EPMI,902,EPMI_902,Basin1981,32,32,6-Jun-13,end,18,,2013,2013,2,1,2,alive,,294.7,101.3,,2.08,,,2.08,594.8,245.7,840.5,,
4054,3088,EPMI,902,EPMI_902,Basin1981,32,32,7-Jun-12,start,3,1,2012,2012,3,2,3,alive,,,,,1.43,,,1.43,,,,,
4055,1088,EPMI,902,EPMI_902,Basin1981,32,32,6-Jun-13,end,18,,2013,2013,3,2,3,alive,,237.1,88.6,,1.58,,,1.58,300.1,144.4,444.5,,
4056,3087,EPMI,902,EPMI_902,Basin1981,32,32,7-Jun-12,start,3,1,2012,2012,4,3,4,alive,,,,,0.96,,,0.96,,,,,
4057,1087,EPMI,902,EPMI_902,Basin1981,32,32,6-Jun-13,end,18,,2013,2013,4,3,4,alive,,63,55.8,,1.14,,,1.14,63,55.8,118.8,,
4058,1226,EPMI,902,EPMI_902,Basin1981,32,32,6-Jun-13,end,18,,2013,2013,shed,,,alive,,168.2,,,,,,,,,,,
4059,3095,EPMI,903,EPMI_903,Basin1981,32,32,7-Jun-12,start,3,1,2012,2012,1,0,1,alive,use,,,,3.55,3.5,3.51,3.52,,,,830,
4060,1095,EPMI,903,EPMI_903,Basin1981,32,32,6-Jun-13,end,18,,2013,2013,1,0,1,alive,use,3210,112.3,,3.81,3.63,3.78,3.74,5609.9,592.8,6202.7,860,
4061,3094,EPMI,903,EPMI_903,Basin1981,32,32,7-Jun-12,start,3,1,2012,2012,2,1,2,alive,,,,,2.07,,,2.07,,,,,
4062,1094,EPMI,903,EPMI_903,Basin1981,32,32,6-Jun-13,end,18,,2013,2013,2,1,2,alive,,959.4,229.5,,2.31,,,2.31,1412.7,480.5,1893.2,,
4063,3092,EPMI,903,EPMI_903,Basin1981,32,32,7-Jun-12,start,3,1,2012,2012,3,2,3,alive,,,,,1.38,,,1.38,,,,,
4064,1092,EPMI,903,EPMI_903,Basin1981,32,32,6-Jun-13,end,18,,2013,2013,3,2,3,alive,,417.5,214.4,,1.68,,,1.68,453.3,251,704.3,,
4065,3091,EPMI,903,EPMI_903,Basin1981,32,32,7-Jun-12,start,3,1,2012,2012,4,3,4,alive,,,,,,,,,,,,,
4066,1091,EPMI,903,EPMI_903,Basin1981,32,32,6-Jun-13,end,18,,2013,2013,4,3,4,alive,,35.8,36.6,,0.96,,,0.96,35.8,36.6,72.4,,
4067,1093,EPMI,903,EPMI_903,Basin1981,32,32,6-Jun-13,end,18,,2013,2013,shed,,,alive,,987.2,0,,2.14,2.09,2.19,2.14,987.2,0,987.2,,shed side branch labeled as 1.2
4068,1090,EPMI,903,EPMI_903,Basin1981,32,32,6-Jun-13,end,18,,2013,2013,shed,,,alive,,149.3,,,,,,,,,,,
4069,3117,EPMI,904,EPMI_904,Basin1981,32,32,7-Jun-12,start,3,1,2012,2012,1,0,1,alive,use,,,,4.62,4.55,4.46,4.54,,,,1190,
4070,1117,EPMI,904,EPMI_904,Basin1981,32,32,11-Jun-13,end,18,,2013,2013,1,0,1,alive,use,3320,175.4,,4.63,4.61,4.74,4.66,7948.2,1681.9,9630.1,1300,
4071,3118,EPMI,904,EPMI_904,Basin1981,32,32,7-Jun-12,start,3,1,2012,2012,2,1,2,alive,,,,,2.5,,,2.5,,,,,
4072,1118,EPMI,904,EPMI_904,Basin1981,32,32,11-Jun-13,end,18,,2013,2013,2,1,2,alive,,2880,523.5,,2.8,,,2.8,4628.2,1506.5,6134.7,,
4073,3116,EPMI,904,EPMI_904,Basin1981,32,32,7-Jun-12,start,3,1,2012,2012,3,2,3,alive,,,,,2.07,,,2.07,,,,,
4074,1116,EPMI,904,EPMI_904,Basin1981,32,32,11-Jun-13,end,18,,2013,2013,3,2,3,alive,,1222.8,629.7,,2.33,,,2.33,1748.2,983,2731.2,,
4075,3115,EPMI,904,EPMI_904,Basin1981,32,32,7-Jun-12,start,3,1,2012,2012,4,3,4,alive,,,,,1.2,,,1.2,,,,,
4076,1115,EPMI,904,EPMI_904,Basin1981,32,32,11-Jun-13,end,18,,2013,2013,4,3,4,alive,,470.9,286.8,,1.68,,,1.68,525.4,353.3,878.7,,
4077,3114,EPMI,904,EPMI_904,Basin1981,32,32,7-Jun-12,start,3,1,2012,2012,5,4,5,alive,,,,,,,,,,,,,
4078,1114,EPMI,904,EPMI_904,Basin1981,32,32,11-Jun-13,end,18,,2013,2013,5,4,5,alive,,54.5,66.5,,0.98,,,0.98,54.5,66.5,121,,
4079,1113,EPMI,904,EPMI_904,Basin1981,32,32,11-Jun-13,end,18,,2013,2013,shed,,,alive,,618.2,,,,,,,,,,,
4080,3106,EPMI,905,EPMI_905,Basin1981,32,32,8-Jun-12,start,3,1,2012,2012,1,0,1,alive,use,,,,6.1,6.12,6.23,6.15,,,,1090,
4081,1106,EPMI,905,EPMI_905,Basin1981,32,32,6-Jun-13,end,18,,2013,2013,1,0,1,alive,use,4070,457.4,,6.39,6.27,6.3,6.32,9989.6,2118.5,12108.1,1370,
4082,3105,EPMI,905,EPMI_905,Basin1981,32,32,8-Jun-12,start,3,1,2012,2012,2,1,2,alive,,,,,4.66,,,4.66,,,,,
4083,1105,EPMI,905,EPMI_905,Basin1981,32,32,6-Jun-13,end,18,,2013,2013,2,1,2,alive,,4820,1017.3,,4.88,,,4.88,5919.6,1661.1,7580.7,,
4084,3104,EPMI,905,EPMI_905,Basin1981,32,32,8-Jun-12,start,3,1,2012,2012,3,2,3,alive,,,,,2.45,,,2.45,,,,,
4085,1104,EPMI,905,EPMI_905,Basin1981,32,32,6-Jun-13,end,18,,2013,2013,3,2,3,alive,,952.8,495.2,,2.58,,,2.58,1099.6,643.8,1743.4,,
4086,3103,EPMI,905,EPMI_905,Basin1981,32,32,8-Jun-12,start,3,1,2012,2012,4,3,4,alive,,,,,1.23,,,1.23,,,,,
4087,1103,EPMI,905,EPMI_905,Basin1981,32,32,6-Jun-13,end,18,,2013,2013,4,3,4,alive,,126.1,113.8,,1.38,,,1.38,146.8,148.6,295.4,,
4088,3102,EPMI,905,EPMI_905,Basin1981,32,32,8-Jun-12,start,3,1,2012,2012,5,4,5,alive,,,,,0.6,,,0.6,,,,,
4089,1102,EPMI,905,EPMI_905,Basin1981,32,32,6-Jun-13,end,18,,2013,2013,5,4,5,alive,,20.7,34.8,,0.93,,,0.93,20.7,34.8,55.5,,
4090,1101,EPMI,905,EPMI_905,Basin1981,32,32,6-Jun-13,end,18,,2013,2013,shed,,,alive,,145,,,,,,,,,,,
4091,3100,EPMI,906,EPMI_906,Basin1981,32,32,8-Jun-12,start,3,1,2012,2012,1,0,1,alive,use,,,,4.85,4.82,4.89,4.85,,,,1130,
4092,1100,EPMI,906,EPMI_906,Basin1981,32,32,6-Jun-13,end,18,,2013,2013,1,0,1,alive,use,6110,237.3,,5.08,4.94,4.86,4.96,7892.4,679.7,8572.1,1190,
4093,3099,EPMI,906,EPMI_906,Basin1981,32,32,8-Jun-12,start,3,1,2012,2012,2,1,2,alive,,,,,2.57,,,2.57,,,,,
4094,1099,EPMI,906,EPMI_906,Basin1981,32,32,6-Jun-13,end,18,,2013,2013,2,1,2,alive,,1421.3,289.1,,2.82,,,2.82,1782.4,442.4,2224.8,,
4095,3098,EPMI,906,EPMI_906,Basin1981,32,32,8-Jun-12,start,3,1,2012,2012,3,2,3,alive,,,,,2.01,,,2.01,,,,,
4096,1098,EPMI,906,EPMI_906,Basin1981,32,32,6-Jun-13,end,18,,2013,2013,3,2,3,alive,,333.5,117,,2.17,,,2.17,361.1,153.3,514.4,,
4097,3097,EPMI,906,EPMI_906,Basin1981,32,32,8-Jun-12,start,3,1,2012,2012,4,3,4,alive,,,,,,,,,,,,,
4098,1097,EPMI,906,EPMI_906,Basin1981,32,32,6-Jun-13,end,18,,2013,2013,4,3,4,alive,,27.6,36.3,,1.04,,,1.04,27.6,36.3,63.9,,
4099,1096,EPMI,906,EPMI_906,Basin1981,32,32,6-Jun-13,end,18,,2013,2013,shed,,,alive,,291.8,,,,,,,,,,,
4100,3110,EPMI,907,EPMI_907,Basin1981,32,32,8-Jun-12,start,3,1,2012,2012,1,0,1,alive,use,,,,4.36,4.39,4.25,4.33,,,,1140,
4101,1110,EPMI,907,EPMI_907,Basin1981,32,32,11-Jun-13,end,18,,2013,2013,1,0,1,alive,use,8500,571.2,,4.52,4.78,4.65,4.65,12654.8,2371.2,15026,1080,new height smaller
4102,3109,EPMI,907,EPMI_907,Basin1981,32,32,8-Jun-12,start,3,1,2012,2012,2,1,2,alive,,,,,3.06,,,3.06,,,,,
4103,1109,EPMI,907,EPMI_907,Basin1981,32,32,11-Jun-13,end,18,,2013,2013,2,1,2,alive,,1411.2,564.2,,3.68,,,3.68,4154.8,1800,5954.8,,
4104,3108,EPMI,907,EPMI_907,Basin1981,32,32,8-Jun-12,start,3,1,2012,2012,3,2,3,alive,,,,,1.95,,,1.95,,,,,
4105,1108,EPMI,907,EPMI_907,Basin1981,32,32,11-Jun-13,end,18,,2013,2013,3,2,3,alive,,914.7,161,,2.32,,,2.32,1216.3,388.4,1604.7,,
4106,3043,EPMI,907,EPMI_907,Basin1981,32,32,8-Jun-12,start,3,1,2012,2012,4,3,4,alive,,,,,1.38,,,1.38,,,,,
4107,1043,EPMI,907,EPMI_907,Basin1981,32,32,11-Jun-13,end,18,,2013,2013,4,3,4,alive,,301.6,227.4,,1.44,,,1.44,301.6,227.4,529,,
4108,3112,EPMI,907,EPMI_907,Basin1981,32,32,8-Jun-12,start,3,1,2012,2012,1.1.2,2,13,alive,,,,,2.04,,,2.04,,,,,
4109,1112,EPMI,907,EPMI_907,Basin1981,32,32,11-Jun-13,end,18,,2013,2013,1.1.2,2,13,alive,,1527.3,847.4,,2.37,,,2.37,1527.3,847.4,2374.7,,
4110,1111,EPMI,907,EPMI_907,Basin1981,32,32,11-Jun-13,end,18,,2013,2013,shed,,,alive,,182.3,,,,,,,,,,,
4111,3302,GRBU,901,GRBU_901,Basin1981,32,32,31-May-12,start,3,,2012,2012,1,0,1,dead,do_not_use,,,,14.56,,,14.56,,,,1380,
4112,1302,GRBU,901,GRBU_901,Basin1981,32,32,6-Jun-13,end,18,,2013,2013,1,0,1,dead,do_not_use,85190,0,,14.51,14.28,15.41,14.73,98585.1,4.2,98589.3,1320,
4113,3299,GRBU,901,GRBU_901,Basin1981,32,32,31-May-12,start,3,,2012,2012,2,1,2,dead,do_not_use,,,,6.4,,,6.4,,,,,
4114,1299,GRBU,901,GRBU_901,Basin1981,32,32,6-Jun-13,end,18,,2013,2013,2,1,2,dead,do_not_use,8950,0,,6.61,,,6.61,13395.1,4.2,13399.3,,
4115,3301,GRBU,901,GRBU_901,Basin1981,32,32,31-May-12,start,3,,2012,2012,3,2,3,dead,do_not_use,,,,4.8,,,4.8,,,,,
4116,1301,GRBU,901,GRBU_901,Basin1981,32,32,6-Jun-13,end,18,,2013,2013,3,2,3,dead,do_not_use,3930,0,,4.72,,,4.72,4445.1,4.2,4449.3,,
4117,3290,GRBU,901,GRBU_901,Basin1981,32,32,31-May-12,start,3,,2012,2012,4,3,4,dead,do_not_use,,,,2.19,,,2.19,,,,,
4118,1290,GRBU,901,GRBU_901,Basin1981,32,32,6-Jun-13,end,18,,2013,2013,4,3,4,dead,do_not_use,515.1,4.2,,2.25,,,2.25,515.1,4.2,519.3,,4.2 mg dead leaves still attached to dead branch
4119,3300,GRBU,902,GRBU_902,Basin1981,32,32,31-May-12,start,3,,2012,2012,1,0,1,dead,do_not_use,,,,10.93,11.16,11.36,11.15,,,,855,
4120,1300,GRBU,902,GRBU_902,Basin1981,32,32,6-Jun-13,end,18,,2013,2013,1,0,1,dead,do_not_use,16430,0,,10.87,11.03,10.85,10.92,17123.1,0,17123.1,880,
4121,3293,GRBU,902,GRBU_902,Basin1981,32,32,31-May-12,start,3,,2012,2012,2,1,2,dead,do_not_use,,,,2.07,,,2.07,,,,,
4122,1293,GRBU,902,GRBU_902,Basin1981,32,32,6-Jun-13,end,18,,2013,2013,2,1,2,dead,do_not_use,693.1,0,,2.21,,,2.21,693.1,0,693.1,,
4123,3220,GRBU,903,GRBU_903,Basin1981,32,32,7-Jun-12,start,3,1,2012,2012,1,0,1,alive,use,,,,9.55,9.7,9.32,9.52,,,,765,
4124,1220,GRBU,903,GRBU_903,Basin1981,32,32,6-Jun-13,end,18,,2013,2013,1,0,1,alive,use,19390,0,,13.61,13.39,13.76,13.59,58138.6,398.5,58537.1,925,
4125,3214,GRBU,903,GRBU_903,Basin1981,32,32,7-Jun-12,start,3,1,2012,2012,1.2,1,9,alive,,,,,,,,,,,,,
4126,1214,GRBU,903,GRBU_903,Basin1981,32,32,6-Jun-13,end,18,,2013,2013,1.2,1,9,alive,,7030,0,,6.03,6.22,,6.13,7030,0,7030,,"small stem segment that not marked in any section; maybe with 1.2; which would make it ""1"""
4127,3207,GRBU,903,GRBU_903,Basin1981,32,32,7-Jun-12,start,3,1,2012,2012,1.3,1,10,alive,,,,,9.25,,,9.25,,,,,
4128,1207,GRBU,903,GRBU_903,Basin1981,32,32,6-Jun-13,end,18,,2013,2013,1.3,1,10,alive,,19930,0,,9.26,,,9.26,19930,0,19930,,
4129,3230,GRBU,903,GRBU_903,Basin1981,32,32,7-Jun-12,start,3,1,2012,2012,2,1,2,alive,,,,,5.9,,,5.9,,,,,
4130,1230,GRBU,903,GRBU_903,Basin1981,32,32,6-Jun-13,end,18,,2013,2013,2,1,2,alive,,11130,0,,6.5,,,6.5,11788.6,398.5,12187.1,,
4131,3216,GRBU,903,GRBU_903,Basin1981,32,32,7-Jun-12,start,3,1,2012,2012,3,2,3,alive,,,,,1.9,,,1.9,,,,,
4132,1216,GRBU,903,GRBU_903,Basin1981,32,32,6-Jun-13,end,18,,2013,2013,3,2,3,alive,,540.3,189.5,,2.15,,,2.15,658.6,398.5,1057.1,,
4133,3232,GRBU,903,GRBU_903,Basin1981,32,32,7-Jun-12,start,3,1,2012,2012,4,3,4,alive,,,,,0.95,,,0.95,,,,,
4134,1232,GRBU,903,GRBU_903,Basin1981,32,32,6-Jun-13,end,18,,2013,2013,4,3,4,alive,,118.3,209,,1.44,,,1.44,118.3,209,327.3,,
4135,3010,GRBU,904,GRBU_904,Basin1981,32,32,7-Jun-12,start,3,1,2012,2012,1,0,1,alive,use,,,,14.1,13.97,14.38,14.15,,,,970,
4136,1010,GRBU,904,GRBU_904,Basin1981,32,32,11-Jun-13,end,18,,2013,2013,1,0,1,alive,use,47390,843.3,,14.33,14.11,14.2,14.21,55387.2,3653,59040.2,985,
4137,3014,GRBU,904,GRBU_904,Basin1981,32,32,7-Jun-12,start,3,1,2012,2012,2,1,2,alive,,,,,5.67,,,5.67,,,,,
4138,1014,GRBU,904,GRBU_904,Basin1981,32,32,11-Jun-13,end,18,,2013,2013,2,1,2,alive,,5970,985.9,,5.99,,,5.99,7997.2,2809.7,10806.9,,
4139,3022,GRBU,904,GRBU_904,Basin1981,32,32,7-Jun-12,start,3,1,2012,2012,3,2,3,alive,,,,,3.21,,,3.21,,,,,
4140,1022,GRBU,904,GRBU_904,Basin1981,32,32,11-Jun-13,end,18,,2013,2013,3,2,3,alive,,1449.6,829.6,,3.6,,,3.6,2027.2,1823.8,3851,,
4141,3021,GRBU,904,GRBU_904,Basin1981,32,32,7-Jun-12,start,3,1,2012,2012,4,3,4,alive,,,,,1.73,,,1.73,,,,,
4142,1021,GRBU,904,GRBU_904,Basin1981,32,32,11-Jun-13,end,18,,2013,2013,4,3,4,alive,,504.6,825.9,,2.12,,,2.12,577.6,994.2,1571.8,,
4143,3002,GRBU,904,GRBU_904,Basin1981,32,32,7-Jun-12,start,3,1,2012,2012,5,4,5,alive,,,,,,,,,,,,,
